2025-11-25T16:32:40.197Z [INFO] 🚀 Server running on port 5000 
2025-11-25T16:32:40.198Z [INFO] 📱 API endpoints available at http://localhost:5000/api 
2025-11-25T16:32:40.198Z [INFO] 🌍 Environment: development 
2025-11-25T16:48:05.955Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T15:10:10.573Z [INFO] POST /api/auth/login {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:10:12.310Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:10:12.392Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:10:25.796Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:10:32.123Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:11:44.317Z [INFO] GET /api/auth/profile {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:11:46.147Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:11:47.837Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:19:17.676Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T15:21:50.867Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:21:50.877Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:22:09.442Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:22:14.104Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:22:37.346Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:23:47.462Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T15:24:05.820Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:24:05.836Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:24:15.192Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:24:16.875Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:24:23.190Z [INFO] GET /api/auth/profile {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:24:25.366Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:24:33.004Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T15:24:46.767Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:24:46.778Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:25:00.851Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:27:42.048Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T15:28:28.682Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:28:28.697Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:28:33.410Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:29:44.429Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T15:30:01.208Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T15:30:01.224Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:22:47.336Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:22:52.663Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:22:52.666Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:22:56.614Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:22:58.196Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:28:08.209Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T16:28:20.029Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:28:20.035Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:28:22.231Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:28:27.649Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:29:03.528Z [INFO] POST /api/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:29:06.510Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:31:19.259Z [INFO] PUT /api/bookings/1/cancel {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:31:19.306Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:31:21.929Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:31:26.839Z [INFO] GET /api/auth/profile {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:32:00.277Z [INFO] POST /api/auth/login {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:32:04.397Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:32:32.728Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:37:04.684Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T16:37:20.499Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:37:22.861Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:37:38.657Z [INFO] POST /api/auth/login {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:37:39.342Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:37:39.354Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:37:42.458Z [INFO] GET /api/bookings/my-bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:37:45.055Z [INFO] GET /api/auth/profile {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:37:46.527Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:39:45.822Z [INFO] POST /api/auth/login {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:39:48.257Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:40:49.660Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:40:52.017Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:55:39.670Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T16:55:53.109Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:56:37.630Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T16:56:50.878Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:57:29.061Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T16:58:31.350Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T16:58:43.662Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:07:03.595Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T18:07:20.015Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:07:23.293Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:07:25.166Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:07:28.878Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:10:23.097Z [INFO] POST /api/auth/login {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:10:23.618Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:10:23.630Z [INFO] GET /api/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:11:00.249Z [INFO] POST /api/auth/login {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:11:06.078Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:17:47.210Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T18:49:38.737Z [INFO] SIGINT received, shutting down gracefully 
2025-12-03T18:50:03.324Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:50:05.243Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:56:22.640Z [INFO] GET /api/admin/bookings {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T18:56:24.439Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T19:07:13.973Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T19:12:38.142Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-03T19:17:59.850Z [INFO] GET /api/admin/fields {"ip":"127.0.0.1","userAgent":"okhttp/4.11.0"}
2025-12-04T16:42:58.274Z [INFO] POST /api/auth/login {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2025-12-04T16:43:03.399Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2025-12-04T16:43:05.345Z [INFO] GET /api/admin/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2025-12-04T16:51:26.922Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2025-12-04T16:51:41.961Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2025-12-04T16:53:54.808Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T16:54:01.556Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:07:46.614Z [INFO] POST /api/auth/login {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:07:55.213Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:08:06.431Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:08:32.188Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:19:48.775Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:19:50.646Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:20:00.563Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:20:05.815Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:24:03.569Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:24:11.417Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-04T17:24:23.928Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T06:49:44.225Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T06:56:04.401Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T06:56:14.782Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T07:04:58.752Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T07:05:15.200Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T07:10:48.307Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T07:13:40.797Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T07:15:48.461Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T07:19:28.700Z [INFO] PUT /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T07:19:41.296Z [INFO] DELETE /api/admin/fields/1 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T07:19:41.393Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T07:21:22.743Z [INFO] GET /api/admin/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2025-12-05T07:22:08.109Z [INFO] POST /api/admin/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2025-12-05T07:22:57.402Z [INFO] POST /api/admin/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2025-12-05T07:23:22.264Z [INFO] POST /api/admin/fields {"ip":"192.168.1.15","userAgent":"Android mobile client"}
2025-12-05T07:31:14.486Z [INFO] GET /api/admin/fields {"ip":"192.168.1.2","userAgent":"Android mobile client"}
2025-12-05T07:48:00.833Z [INFO] GET /api/admin/bookings {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T07:48:01.924Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T07:59:20.879Z [INFO] GET /api/admin/bookings {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T07:59:21.652Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:01:19.228Z [INFO] POST /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:01:21.668Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:01:36.542Z [INFO] PUT /api/admin/fields/2 {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:01:42.839Z [INFO] GET /api/admin/bookings {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:01:44.299Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:01:46.145Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:01:47.534Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:01:48.679Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:01:59.408Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:02:00.684Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:02:01.314Z [INFO] GET /api/admin/bookings {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:02:02.548Z [INFO] GET /api/admin/fields {"ip":"10.144.172.84","userAgent":"Android mobile client"}
2025-12-05T08:07:16.942Z [INFO] GET /api/admin/fields {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:13:19.963Z [INFO] GET /api/admin/fields {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:13:45.971Z [INFO] POST /api/auth/login {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:13:46.652Z [INFO] GET /api/fields {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:13:46.675Z [INFO] GET /api/fields {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:13:53.916Z [INFO] GET /api/bookings/my-bookings {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:13:55.365Z [INFO] GET /api/fields {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:13:56.880Z [INFO] GET /api/auth/profile {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:15:50.739Z [INFO] POST /api/auth/login {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:15:57.007Z [INFO] GET /api/admin/bookings {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:15:58.232Z [INFO] GET /api/admin/fields {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T08:23:53.383Z [INFO] GET /api/admin/fields {"ip":"10.144.172.204","userAgent":"Android mobile client"}
2025-12-05T14:57:22.788Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T14:57:24.835Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:01:33.609Z [INFO] GET /api/admin/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:02:20.119Z [INFO] PUT /api/admin/fields/2 {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:02:41.150Z [INFO] POST /api/auth/login {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:02:41.879Z [INFO] GET /api/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:02:41.888Z [INFO] GET /api/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:08:47.413Z [INFO] GET /api/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:08:47.424Z [INFO] GET /api/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:09:01.607Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:09:16.043Z [INFO] GET /api/auth/profile {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:09:18.328Z [INFO] GET /api/fields {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-05T15:09:35.401Z [INFO] POST /api/auth/login {"ip":"192.168.1.5","userAgent":"Android mobile client"}
2025-12-12T15:12:33.430Z [INFO] GET /api/admin/bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2025-12-12T15:12:37.220Z [INFO] GET /api/admin/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2025-12-12T15:12:39.207Z [INFO] GET /api/admin/bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2025-12-12T15:14:48.409Z [INFO] POST /api/auth/login {"ip":"10.130.218.204","userAgent":"Android mobile client"}
2025-12-12T15:14:52.071Z [INFO] GET /api/admin/bookings {"ip":"10.130.218.204","userAgent":"Android mobile client"}
2025-12-12T15:14:55.867Z [INFO] GET /api/admin/fields {"ip":"10.130.218.204","userAgent":"Android mobile client"}
2025-12-12T15:16:52.245Z [INFO] POST /api/auth/login {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2025-12-12T15:16:55.568Z [INFO] GET /api/admin/bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2025-12-12T15:16:57.010Z [INFO] GET /api/admin/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2025-12-26T15:55:42.005Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.4","userAgent":"Android mobile client"}
2025-12-26T15:56:51.684Z [INFO] GET /api/admin/bookings {"ip":"192.168.56.1","userAgent":"Android mobile client"}
2025-12-26T15:57:55.166Z [INFO] POST /api/auth/login {"ip":"192.168.56.1","userAgent":"Android mobile client"}
2025-12-26T15:58:03.538Z [INFO] GET /api/admin/bookings {"ip":"192.168.56.1","userAgent":"Android mobile client"}
2025-12-26T15:58:06.407Z [INFO] GET /api/admin/fields {"ip":"192.168.56.1","userAgent":"Android mobile client"}
2026-01-03T16:58:16.654Z [INFO] POST /api/auth/login {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:58:17.608Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:58:17.623Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:58:53.827Z [INFO] POST /api/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:59:00.469Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:59:36.725Z [INFO] GET /api/auth/profile {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:59:39.743Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:59:42.144Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:59:43.585Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:59:44.602Z [INFO] GET /api/auth/profile {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T16:59:58.350Z [INFO] POST /api/auth/login {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:02.078Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:04.444Z [INFO] PUT /api/admin/bookings/2/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:04.485Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:06.004Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:09.081Z [INFO] GET /api/admin/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:10.536Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:12.403Z [INFO] GET /api/admin/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:13.582Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:14.647Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:16.293Z [INFO] GET /api/admin/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:26.794Z [INFO] POST /api/auth/login {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:27.687Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:27.697Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:00:49.755Z [INFO] POST /api/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:01:14.227Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:01:19.315Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:01:20.166Z [INFO] GET /api/auth/profile {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:01:21.184Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:01:21.821Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:01:22.331Z [INFO] GET /api/auth/profile {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:01:58.992Z [INFO] POST /api/auth/login {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:02:00.017Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:02:00.033Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:02:03.300Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:02:06.214Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:03:35.723Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:03:52.582Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-03T17:03:59.870Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
